Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Dylan Ross","NYM",1.8522,1.6746,0,3.80883,36,0,0,0.7173,,36,155.172,31.4373,16.559,15.2353,3.956,17.5235,0.9416,1.386,37.6405,9.41012,4.38088,2.148,0.989,0.242573,0.11293,0.12964322417974472,0.230711,1.36002,0.290297,0.7462,0.436821,,4.04834,0.117697,0.136227,999,,,,,,,159.60000000000005,4.4333333333333345,151,4.194444444444445,6.65,5.46,4.74,4.2,3.75,3.34,2.96,2.57,2.11,4.98,4.66,4.44,4.25,4.09,3.93,3.77,3.59,3.36,"Dylan Ross","sa3025659",697811
"Tyler Phillips","MIA",3.1817,3.4792,0,4.14205,68,0,3.27,15.4502,,68,292.096,71.6282,34.1096,31.2955,7.65378,21.3277,1.5239,2.484,50.6317,6.70125,2.82278,2.37399,1.013,0.173339,0.0730161,0.10032317042350769,0.266986,1.367,0.304642,0.715538,0.498349,,4.15971,0.117599,0.236739,999,,,,,,,325.6000000000001,4.788235294117648,344,5.0588235294117645,6.46,5.61,5.07,4.65,4.29,3.96,3.63,3.28,2.85,5.2,4.94,4.77,4.62,4.48,4.35,4.22,4.07,3.86,"Tyler Phillips","20629",663969
"Griff McGarry","WSN",2.5932,2.7944,0,4.06212,55,0,0,9.8545,,55,239.86,47.9785,26.796,24.8241,6.35556,29.624,1.4555,2.5305,58.5523,9.58129,4.84756,1.97652,1.04,0.24411,0.123505,0.12060493230819702,0.230993,1.41095,0.291482,0.739491,0.411865,,4.26207,0.115528,0.235312,999,,,,,,,267.4,4.861818181818181,256,4.654545454545454,6.52,5.57,4.96,4.5,4.11,3.75,3.4,3.03,2.59,5.16,4.87,4.66,4.5,4.35,4.2,4.05,3.88,3.66,"Griff McGarry","sa3017130",676046
"Andrew Morris","MIN",0.8956,0.8678,0,3.90594,18,0,0,0.6268,,18,75.853,18.0172,8.4674,7.81188,2.144,4.6771,0.4603,0.6859,15.5409,7.77045,2.33855,3.32276,1.072,0.204882,0.0616601,0.14322175830602646,0.255599,1.26079,0.3006,0.722445,0.445026,,3.85065,0.115232,0.138442,999,,,,,,,79.80000000000003,4.4333333333333345,82,4.555555555555555,7.53,5.83,4.85,4.14,3.58,3.09,2.64,2.19,1.7,4.94,4.67,4.49,4.34,4.2,4.07,3.93,3.78,3.57,"Andrew Morris","sa3020569",702193
"Luinder Avila","KCR",2.0766,2.0379,0,4.07351,42,0,0,0.666,,42,181.269,40.8952,20.6455,19.0097,4.59667,16.821,1.0791,2.0074,38.0549,8.15462,3.6045,2.26234,0.985,0.209936,0.0927958,0.1171402782201767,0.251755,1.3742,0.303021,0.722895,0.469826,,4.09066,0.114908,0.14507,999,,,,,,,165.70000000000002,3.9452380952380954,168,4,6.81,5.72,5.04,4.52,4.09,3.69,3.31,2.92,2.45,5.17,4.88,4.69,4.53,4.39,4.25,4.1,3.94,3.73,"Luinder Avila","24452",679883
"Rob Zastryzny","MIL",2.3367,2.3655,0,4.02045,48,0,0,3.9464,,48,205.128,45.3239,23.1044,21.4424,6.36267,17.9797,1.4964,1.8804,44.1216,8.2728,3.37119,2.45397,1.193,0.215093,0.0876511,0.1274418905377388,0.24464,1.31883,0.289065,0.739012,0.398767,,4.26121,0.112741,0.222195,999,,,,,,,208.40000000000003,4.341666666666668,206,4.291666666666667,6.59,5.56,4.92,4.43,4.02,3.65,3.29,2.91,2.45,5.14,4.83,4.62,4.45,4.29,4.14,3.98,3.81,3.58,"Rob Zastryzny","15094",642239
"John Klein","MIN",2.0126,2.2432,0.6267,4.36387,33.62,1.62,0,0.6268,,41.234,178.153,40.927,21.4555,19.9933,5.5895,14.5031,0.8714,2.34,35.8749,7.83029,3.16554,2.4736,1.22,0.201371,0.0814081,0.11996317654848099,0.253717,1.34428,0.294859,0.71368,0.401328,,4.38272,0.112496,0.127312,999,,,,,,,148.00000000000003,3.609756097560976,152,3.707317073170732,7.83136,6.27024,5.34467,4.66286,4.11568,3.62641,3.1761,2.71475,2.20011,5.44691,5.1602,4.95796,4.79572,4.64348,4.50124,4.35676,4.18452,3.97004,"John Klein","sa3020405",804619
"Mason Barnett","ATH",1.3726,1.4979,0.5834,4.4451,19.62,1.62,0,0.6384,,27.0121,116.841,26.6367,14.3298,13.3413,3.7847,10.615,0.4867,1.2385,23.249,7.7462,3.53675,2.1902,1.261,0.19898,0.09085,0.10812985897064209,0.253713,1.37907,0.293148,0.71736,0.413654,,4.55167,0.1123,0.139109,999,,,,,,,94.40000000000002,3.496296296296297,97,3.5925925925925926,8.35034,6.49522,5.4212,4.6453,4.02556,3.49034,2.99675,2.50479,1.95863,5.42701,5.1712,4.99539,4.84248,4.70957,4.58667,4.45086,4.29795,4.09214,"Mason Barnett","31741",686930
"Dane Dunning","SEA",1.1417,1.1392,0.7022,3.92013,13.62,1.62,0,0.65,,21.0177,89.539,20.3504,9.9529,9.15468,2.63655,6.5352,0.2511,1.0931,18.5388,7.93851,2.79844,2.83676,1.129,0.207047,0.0729872,0.13406000286340714,0.248446,1.27919,0.291656,0.730033,0.452412,,4.09064,0.110739,0.0938783,999,,,,,,,84.5,4.023809523809524,84,4,8.24355,6.02618,4.80321,3.95885,3.30736,2.75875,2.27443,1.8101,1.32578,4.88892,4.65034,4.49034,4.35605,4.23747,4.11747,3.99317,3.85459,3.6703,"Dane Dunning","19409",641540
"Ty Johnson","TBR",0.5159,0.6028,0.7496,4.21896,1.62,1.62,0,0,,9.234,39.563,8.6124,4.6483,4.32865,1.29789,3.4396,0.0362,0.4793,9.0013,8.7732,3.35244,2.61696,1.265,0.227518,0.0869398,0.14057830721139908,0.241622,1.30518,0.288599,0.723374,0.389573,,4.28596,0.108812,0.0557873,999,,,,,,,39.90000000000001,4.4333333333333345,41,4.555555555555555,8.86,6.42,5.09,4.17,3.47,2.88,2.36,1.87,1.36,5.32,5.02,4.81,4.64,4.49,4.34,4.19,4.02,3.79,"Ty Johnson","sa3023410",694494
"José Leclerc",,1.8254,1.7993,0,4.05079,37,0,0,0,,37,158.526,32.2921,17.8074,16.6532,4.96622,15.995,0.8778,1.5455,39.6265,9.63888,3.89068,2.47743,1.208,0.249968,0.100898,0.14907018095254898,0.229046,1.30506,0.283485,0.737393,0.343,,4.16025,0.108788,0.135154,999,,,,,,,155.10000000000002,4.191891891891893,146,3.945945945945946,6.84,5.66,4.95,4.41,3.95,3.55,3.16,2.76,2.29,5.09,4.8,4.6,4.44,4.29,4.15,4,3.84,3.62,"Jose Leclerc","14524",600917
"Walker Buehler","SDP",1.8059,2.1333,1.092,4.4975,21.24,3.24,0,0.6537,,35.3549,154.413,35.6713,18.9965,17.6676,4.98897,13.3611,0.657,1.7821,30.5933,7.78788,3.40122,2.28973,1.27,0.198126,0.0865283,0.11159812659025192,0.256131,1.38686,0.295911,0.714327,0.421645,,4.5239,0.104169,0.040143,999,,,,,,,124.9,3.568571428571429,131,3.742857142857143,8.3656,6.59161,5.54743,4.78798,4.16852,3.63907,3.13962,2.64016,2.08089,5.52288,5.26307,5.08816,4.94325,4.80834,4.67852,4.54361,4.3887,4.1838,"Walker Buehler","19374",621111
"John Brebbia","COL",2.2276,2.6695,0,4.91521,50,0,0,4.0619,,50,218.723,52.1158,28.9158,27.3067,8.56111,17.8707,1.7345,2.1177,47.4711,8.5448,3.21673,2.65636,1.541,0.217038,0.0817047,0.13533281534910202,0.262238,1.39973,0.305213,0.708104,0.347089,,4.66149,0.10374,0.102797,999,,,,,,,174.10000000000002,3.4820000000000007,183,3.66,9.47,7.23,5.95,5.03,4.31,3.69,3.12,2.57,1.96,6.02,5.71,5.5,5.33,5.17,5.01,4.85,4.67,4.43,"John Brebbia","12777",605154
"Chase Lee","TOR",1.2696,1.1796,0,3.88139,25,0,0,0.6524,,25,106.112,23.6169,11.6763,10.7816,3.1,8.1471,0.6474,1.13,23.9413,8.61887,2.93296,2.93863,1.116,0.225623,0.0767783,0.14884460717439651,0.243888,1.27056,0.293965,0.732486,0.432173,,3.94508,0.103665,0.0624207,999,,,,,,,110.69999999999999,4.428,111,4.44,7.1,5.67,4.82,4.2,3.69,3.24,2.82,2.4,1.92,4.96,4.67,4.47,4.31,4.16,4.02,3.88,3.71,3.5,"Chase Lee","29574",695445
"Daniel Lynch IV","KCR",2.864,2.9158,0,4.25775,59,0,0,10.8051,,59,252.893,61.1673,30.1031,27.9119,7.71589,18.1964,1.8115,2.5345,46.4403,7.08411,2.77572,2.55217,1.177,0.183636,0.071953,0.1116832047700882,0.263468,1.34515,0.300279,0.718488,0.430923,,4.31511,0.103655,0.153734,999,,,,,,,252.60000000000005,4.2813559322033905,264,4.47457627118644,6.67,5.76,5.18,4.73,4.34,3.99,3.64,3.27,2.82,5.27,5.01,4.84,4.69,4.56,4.44,4.3,4.15,3.95,"Daniel Lynch IV","21537",663738
"Grant Wolfram","BAL",2.4707,2.4276,0,4.20287,50,0,0,4.3879,,50,217.486,49.1257,25.2474,23.3493,6.35,20.9978,1.3336,2.1111,44.8708,8.07674,3.7796,2.13693,1.143,0.206316,0.0965478,0.10976798087358475,0.252734,1.40247,0.298804,0.732868,0.438966,,4.37784,0.103447,0.0373072,999,,,,,,,205.79999999999998,4.116,209,4.18,6.8,5.79,5.15,4.66,4.25,3.87,3.5,3.12,2.65,5.33,5.03,4.83,4.66,4.51,4.36,4.21,4.04,3.81,"Grant Wolfram","21623",664991
"Anthony Nunez","BAL",1.4114,1.3317,0,4.03227,28,0,0,0.6582,,28,120.898,25.8732,13.5699,12.5448,3.31956,12.3722,0.7336,1.2958,28.9902,9.31828,3.97678,2.34317,1.067,0.239791,0.102336,0.13745471090078354,0.241287,1.36591,0.301035,0.734433,0.440971,,4.07006,0.0982289,0.0208957,999,,,,,,,125.70000000000005,4.489285714285716,124,4.428571428571429,7.2,5.83,5,4.39,3.88,3.44,3.02,2.59,2.09,5.23,4.89,4.67,4.48,4.31,4.15,3.99,3.8,3.56,"Anthony Nunez","sa3010171",689296
"Gabriel Hughes","COL",1.4037,1.875,0.5346,4.95816,23.62,1.62,0,0.6093,,31.234,137.419,35.173,18.4691,17.207,4.50811,10.8765,0.6215,1.2584,23.7863,6.85396,3.13404,2.18694,1.299,0.173093,0.0791484,0.09394480288028717,0.280746,1.47434,0.316166,0.694053,0.466352,,4.65391,0.0969575,0.15892,999,,,,,,,92.89999999999998,2.9967741935483865,106,3.4193548387096775,9.14997,7.21546,6.08877,5.27121,4.60026,4.02409,3.4827,2.94722,2.33766,6.17877,5.85286,5.6299,5.44695,5.28399,5.12103,4.95512,4.76217,4.51625,"Gabriel Hughes","sa3020661",687312
"Tyler Uberstine","BOS",0.8805,1.0233,0.6389,4.52,9.62,1.62,0,0.6763,,17.234,74.086,17.384,9.2486,8.65529,2.56787,5.5692,0.2428,0.8016,15.0801,7.87518,2.90837,2.70777,1.341,0.203549,0.0751721,0.12837648391723633,0.256722,1.33186,0.295925,0.707949,0.38551,,4.43109,0.0968046,0.109311,999,,,,,,,57.7,3.394117647058824,59,3.4705882352941178,9.40294,6.82901,5.42758,4.46079,3.70864,3.08649,2.53899,2.01612,1.46718,5.65257,5.34185,5.12649,4.95114,4.79042,4.63506,4.47506,4.29434,4.05827,"Tyler Uberstine","sa3017643",700413
"Hayden Harris","ATL",2.5669,2.3315,0,3.88835,50,0,0,6.4868,,50,215.146,44.9264,23.3397,21.6019,5.91667,22.2483,1.3001,2.4722,53.179,9.57222,4.00469,2.39025,1.065,0.247176,0.10341,0.1437661051750183,0.235926,1.34349,0.297036,0.744337,0.412556,,4.02954,0.0964627,0.359986,999,,,,,,,237.2,4.744,230,4.6,6.55,5.46,4.79,4.28,3.86,3.47,3.1,2.72,2.27,4.99,4.69,4.48,4.31,4.16,4.01,3.86,3.69,3.47,"Hayden Harris","31913",802686
"Colin Holderman","CLE",2.0151,2.0992,0,4.01296,42,0,0,0.6803,,42,180.801,39.0669,20.2989,18.7271,4.78333,17.6414,1.0828,2.181,40.8704,8.75794,3.7803,2.31673,1.025,0.226052,0.0975736,0.1284782737493515,0.242684,1.3502,0.297278,0.728019,0.451075,,4.08537,0.0960584,0.130801,999,,,,,,,173.9,4.140476190476191,171,4.071428571428571,6.73,5.63,4.95,4.44,4.01,3.62,3.24,2.85,2.39,5.1,4.82,4.62,4.46,4.31,4.17,4.02,3.86,3.64,"Colin Holderman","22361",670059
"Hunter Bigge","TBR",2.4524,2.6413,0,4.1533,52,0,0,6.8608,,52,224.041,47.6117,25.7348,23.9968,7.03156,21.9854,1.2999,1.9955,52.878,9.15196,3.80517,2.40514,1.217,0.236019,0.0981311,0.13788815587759018,0.237987,1.33841,0.289547,0.734061,0.377208,,4.24277,0.0960449,0.0929329,999,,,,,,,235.90000000000003,4.536538461538462,231,4.4423076923076925,6.68,5.68,5.05,4.57,4.16,3.79,3.43,3.05,2.59,5.29,4.97,4.75,4.57,4.41,4.25,4.09,3.91,3.67,"Hunter Bigge","26259",685801
"Will Klein","LAD",2.6998,2.3945,0,4.07291,52,0,0,8.0834,,52,226.678,45.3932,25.4489,23.5324,6.27467,28.0972,1.3177,2.4257,56.1405,9.71663,4.86298,1.99808,1.086,0.247666,0.123952,0.12371425330638885,0.231415,1.41328,0.292497,0.74246,0.435604,,4.30549,0.0951516,0.263859,999,,,,,,,248,4.769230769230769,236,4.538461538461538,6.59,5.61,4.99,4.52,4.12,3.75,3.4,3.02,2.57,5.17,4.88,4.68,4.51,4.37,4.22,4.08,3.91,3.69,"Will Klein","27787",694361
"Edgardo Henriquez","LAD",2.0602,1.8585,0,4.16522,40,0,0,0.7772,,40,172.637,36.0684,19.9158,18.5121,5.37778,18.5806,1.0023,1.8785,41.09,9.24525,4.18063,2.21145,1.21,0.238014,0.107628,0.13038572669029236,0.237015,1.36623,0.290328,0.737121,0.41273,,4.36285,0.0945848,0.122053,999,,,,,,,163.9,4.0975,158,3.95,6.96,5.81,5.11,4.57,4.12,3.72,3.33,2.92,2.44,5.3,4.99,4.77,4.6,4.44,4.28,4.13,3.95,3.71,"Edgardo Henriquez","26944",683618
"Michael Kopech",,2.0113,2.103,0,4.30319,42,0,0,0,,42,182.927,36.2608,21.4579,20.0816,5.39933,22.6343,0.8724,2.0032,46.2874,9.91873,4.85021,2.04501,1.157,0.253038,0.123734,0.1293034851551056,0.229079,1.40226,0.2895,0.729258,0.362,,4.36202,0.0945577,0.0951431,999,,,,,,,172.70000000000002,4.111904761904762,162,3.857142857142857,7.02,5.91,5.23,4.7,4.26,3.86,3.48,3.07,2.59,5.32,5.05,4.86,4.71,4.57,4.43,4.29,4.13,3.92,"Michael Kopech","17282",656629
"Trey Gibson","BAL",0.5465,0.5706,0.7275,4.34309,1.62,1.62,0,0,,9.234,40.078,9.3955,4.8362,4.45601,1.15015,3.4892,0.0367,0.4769,7.8477,7.64883,3.40078,2.24914,1.121,0.195811,0.0870602,0.10875044018030167,0.260177,1.39535,0.304099,0.713868,0.488076,,4.34315,0.093697,0.0458217,999,,,,,,,37.90000000000001,4.211111111111112,39,4.333333333333333,9.14,6.67,5.31,4.37,3.64,3.04,2.5,1.99,1.45,5.5,5.2,5,4.83,4.68,4.53,4.38,4.21,3.98,"Trey Gibson","sa3023250",694346
"Ryan Yarbrough","NYY",3.0816,3.1186,0.6226,4.22435,53.62,1.62,0,7.1865,,61.0106,262.175,60.9024,30.7613,28.6367,9.22616,17.6718,1.4366,3.6385,49.6619,7.32589,2.60686,2.81023,1.361,0.189423,0.0674046,0.12201812863349915,0.252849,1.28788,0.283972,0.728216,0.386017,,4.52091,0.0936356,0.0579735,999,,,,,,,244.1000000000001,4.001639344262297,250,4.098360655737705,7.07488,5.87006,5.14043,4.59363,4.14046,3.72911,3.34662,2.94299,2.47231,5.23747,4.97452,4.79304,4.64157,4.51009,4.37861,4.23861,4.08566,3.88418,"Ryan Yarbrough","16502",642232
"Mason Black","KCR",2.7905,3.3456,1.0664,4.74221,43.24,3.24,0,0.666,,58.0285,254.282,59.9051,32.6964,30.5759,8.58177,22.3804,1.0595,2.9237,47.4052,7.35237,3.47112,2.11816,1.331,0.186428,0.0880141,0.09841357171535492,0.26162,1.41802,0.296682,0.705683,0.398402,,4.73202,0.0929085,-0.0405069,999,,,,,,,185.50000000000006,3.1982758620689666,196,3.3793103448275863,7.96894,6.60768,5.77962,5.15573,4.63359,4.16388,3.71728,3.25379,2.7065,5.78544,5.51923,5.33612,5.18301,5.03991,4.9068,4.76369,4.60748,4.39437,"Mason Black","30171",696131
"Nick Sandlin","LAA",1.8295,2.0885,0,4.37199,40,0,0,0.6222,,40,173.31,36.9802,20.7896,19.4311,5.66667,18.4,1.0913,2.0137,39.9016,8.97786,4.14,2.16857,1.275,0.230233,0.106168,0.12406440079212189,0.241865,1.38451,0.291755,0.729039,0.386262,,4.51275,0.0915069,0.00350884,999,,,,,,,150,3.75,146,3.65,7.18,6.03,5.32,4.78,4.32,3.91,3.51,3.09,2.6,5.47,5.17,4.96,4.79,4.63,4.48,4.33,4.15,3.92,"Nick Sandlin","20517",680704
"Tink Hence","STL",0.8907,1.0126,0.7068,4.17396,9.62,1.62,0,0.672,,17.234,74.158,16.7895,8.6319,7.99267,2.20978,6.46,0.2433,0.6372,15.0495,7.8592,3.37356,2.32964,1.154,0.202938,0.0871113,0.11582702398300171,0.250362,1.34905,0.292756,0.72523,0.421662,,4.29098,0.0901714,0.0687017,999,,,,,,,70.00000000000001,4.11764705882353,72,4.235294117647059,8.89543,6.39079,5.03936,4.11257,3.40042,2.81363,2.29612,1.81326,1.30504,5.31506,5.00434,4.79899,4.62363,4.46291,4.31755,4.1622,3.98148,3.75076,"Tink Hence","sa3014709",693311
"AJ Blubaugh","HOU",2.4355,2.5902,0.5693,4.3587,41.62,1.62,0,0.6557,,49.0042,210.37,46.8364,25.411,23.7327,7.26351,18.9753,1.0282,1.7322,45.5347,8.3628,3.48496,2.39968,1.334,0.216451,0.0901996,0.12625089287757874,0.246946,1.34298,0.28914,0.726073,0.385542,,4.47132,0.0901612,0.117392,746.030029296875,,,,,,,187.3,3.822448979591837,187,3.816326530612245,7.5443,6.14236,5.31088,4.69085,4.18654,3.72693,3.3065,2.8671,2.36138,5.35537,5.10169,4.91986,4.76802,4.63434,4.50251,4.37067,4.21699,4.01332,"AJ Blubaugh","31764",805123
"Tim Mayza","PHI",1.5426,1.4943,0,3.99866,31,0,0,0.6364,,31,133.448,31.2737,15.0493,13.7732,3.49956,11.3219,0.8625,1.1366,25.2875,7.34153,3.287,2.2335,1.016,0.189493,0.0848413,0.10465200990438461,0.258483,1.37405,0.30123,0.730744,0.49935,,4.1769,0.0895117,0.177746,999,,,,,,,129.89999999999998,4.1903225806451605,134,4.32258064516129,7.08,5.78,5,4.42,3.93,3.5,3.09,2.68,2.19,5.14,4.85,4.65,4.48,4.33,4.18,4.04,3.87,3.64,"Tim Mayza","15042",641835
"Gus Varland","WSN",2.14,2.3658,0,4.16772,46,0,0,0.6515,,46,198.618,44.4599,22.9997,21.3017,5.72444,18.2806,1.2483,1.9888,41.3778,8.09566,3.57664,2.26348,1.12,0.208329,0.092039,0.11628957092761993,0.249287,1.36392,0.295135,0.726174,0.428901,,4.2758,0.0892118,0.153936,999,,,,,,,178.20000000000002,3.8739130434782614,178,3.869565217391304,6.84,5.78,5.11,4.61,4.18,3.79,3.42,3.02,2.55,5.32,5.01,4.79,4.62,4.46,4.3,4.15,3.97,3.74,"Gus Varland","24737",681402
"Angel Bastardo","TOR",1.1591,1.0941,0,3.94673,23,0,0,0.6524,,23,98.543,21.27,10.9161,10.0861,2.80089,9.1145,0.598,0.8867,22.5126,8.80928,3.56654,2.46998,1.096,0.228455,0.0924926,0.13596197217702866,0.240226,1.32107,0.292102,0.735677,0.42517,,4.06513,0.0891039,0.0625084,999,,,,,,,98.70000000000002,4.291304347826087,96,4.173913043478261,7.3,5.79,4.9,4.25,3.72,3.26,2.82,2.39,1.9,5.08,4.77,4.56,4.38,4.23,4.08,3.92,3.75,3.52,"Angel Bastardo","sa3009716",682785
"Hogan Harris","ATH",3.2785,3.1873,0,4.1537,66,0,10.174,11.3438,,66,283.749,61.3159,32.7167,30.4605,8.48467,29.0199,1.6273,2.6749,63.7479,8.69289,3.95726,2.1967,1.157,0.224663,0.102273,0.12238985300064087,0.243265,1.36872,0.293798,0.734401,0.39257,,4.31528,0.087998,0.228859,728.5999755859375,,,,,,,357.4000000000001,5.415151515151517,352,5.333333333333333,6.43,5.57,5.02,4.6,4.23,3.9,3.57,3.22,2.79,5.14,4.89,4.71,4.56,4.43,4.3,4.17,4.02,3.82,"Hogan Harris","21520",663687
"Welinton Herrera","COL",1.3938,1.5448,0,4.46051,30,0,0,0.6093,,30,131.984,30.2516,16.0292,14.8684,3.76667,13.648,0.8009,1.47,28.4175,8.52525,4.0944,2.08217,1.13,0.21531,0.103406,0.11190372705459595,0.258857,1.46332,0.312758,0.72154,0.457326,,4.38466,0.0872209,0.187204,999,,,,,,,109.80000000000001,3.6600000000000006,113,3.7666666666666666,7.68,6.33,5.5,4.88,4.36,3.9,3.46,3.01,2.48,5.67,5.34,5.11,4.93,4.77,4.61,4.44,4.25,4.01,"Welinton Herrera","sa3016061",700327
"Mason Fluharty","TOR",2.1309,1.9837,0,3.89955,42,0,0,0.6524,,42,181.347,38.1373,19.656,18.1979,5.34333,17.6382,1.2702,1.8193,42.7403,9.15864,3.77961,2.42317,1.145,0.235682,0.0972622,0.1384202539920807,0.235576,1.32799,0.288157,0.747896,0.393157,,4.14359,0.0852591,0.122537,999,,,,,,,180.5,4.2976190476190474,175,4.166666666666667,6.55,5.47,4.8,4.3,3.87,3.49,3.12,2.74,2.29,4.95,4.67,4.48,4.32,4.17,4.04,3.89,3.73,3.52,"Mason Fluharty","31553",689254
"Ryan Borucki","CHW",1.0132,1.044,0,3.89747,21,0,0,0.5829,,21,90.245,19.5495,9.882,9.0941,2.478,8.6107,0.4855,1.1393,20.2122,8.66237,3.6903,2.34734,1.062,0.22397,0.0954147,0.12855559587478638,0.242866,1.34096,0.29533,0.740278,0.458342,,4.13702,0.0838703,0.0957613,999,,,,,,,92.80000000000001,4.419047619047619,93,4.428571428571429,7.35,5.78,4.86,4.19,3.65,3.17,2.74,2.3,1.81,5.01,4.71,4.51,4.34,4.19,4.05,3.9,3.73,3.51,"Ryan Borucki","16350",621366
"Michel Otañez","TEX",0.91,0.8534,0,3.83043,18,0,0,0.6589,,18,78.023,15.0929,8.2943,7.66086,1.946,9.4976,0.4459,1.0401,21.0758,10.5379,4.7488,2.21907,0.973,0.270123,0.121728,0.14839471876621246,0.223647,1.36614,0.295678,0.745272,0.422058,,3.95511,0.0829453,0.123487,999,,,,,,,85.60000000000002,4.755555555555556,80,4.444444444444445,7.42,5.72,4.75,4.05,3.49,3,2.56,2.12,1.64,4.92,4.63,4.42,4.26,4.11,3.96,3.81,3.64,3.42,"Michel Otanez","22533",671305
"Mitch Farris","LAA",0.9174,1.3079,1.2675,4.73247,3.24,3.24,0,0,,18.1681,79.93,18.4029,10.232,9.55334,2.82615,8.1176,0.0706,0.6638,15.269,7.56386,4.02125,1.88097,1.4,0.19103,0.101559,0.08947078138589859,0.258654,1.45973,0.293605,0.721883,0.397212,,4.92653,0.0826787,0.126988,999,,,,,,,52.500000000000014,2.9166666666666674,54,3,8.65,6.87,5.81,5.04,4.41,3.86,3.35,2.84,2.25,5.84,5.55,5.35,5.18,5.03,4.89,4.74,4.56,4.34,"Mitch Farris","33628",815083
"Drew Sommers","DET",1.2056,1.1456,0,3.71069,24,0,0,0.6041,,24,103.315,23.4367,10.9048,9.89517,2.15733,9.4248,0.6228,1.1836,19.9482,7.48058,3.5343,2.11656,0.809,0.193081,0.0912239,0.10185742378234863,0.252805,1.36923,0.301403,0.735784,0.519454,,3.96739,0.0823203,0.130996,999,,,,,,,107.20000000000003,4.466666666666668,108,4.5,7,5.55,4.69,4.07,3.56,3.11,2.7,2.28,1.81,4.86,4.56,4.36,4.2,4.05,3.9,3.76,3.59,3.37,"Drew Sommers","32026",805427
"Danny Young","ATL",1.1397,1.0156,0,3.77008,22,0,0,0.6487,,22,95.279,20.3995,10.0732,9.21575,2.16578,9.6734,0.556,1.4314,22.5354,9.21903,3.9573,2.32963,0.886,0.23652,0.101527,0.1349930316209793,0.242349,1.36695,0.306588,0.739612,0.48732,,3.88053,0.0805876,0.170699,999,,,,,,,103.20000000000002,4.690909090909091,101,4.590909090909091,7.26,5.66,4.72,4.05,3.51,3.04,2.61,2.18,1.7,4.92,4.61,4.4,4.23,4.08,3.93,3.77,3.6,3.38,"Danny Young","18439",664849
"Enyel De Los Santos","HOU",2.9274,2.9503,0,4.26979,60,0,0,12.2396,,60,257.4,56.5828,30.438,28.4653,8.79333,22.9356,1.6618,2.6538,58.729,8.80935,3.44034,2.5606,1.319,0.228162,0.0891049,0.139057494699955,0.244091,1.32531,0.290888,0.730279,0.37249,,4.3622,0.0798704,0.0869045,999,,,,,,,273.1,4.551666666666667,271,4.516666666666667,6.65,5.73,5.15,4.7,4.31,3.96,3.61,3.25,2.8,5.3,5.03,4.83,4.67,4.53,4.39,4.25,4.09,3.87,"Enyel De Los Santos","18403",660853
"Craig Yoho","MIL",2.0537,2.0608,0,3.96096,42,0,0,0.6166,,42,180.956,38.017,20.0374,18.4845,4.82533,18.9928,1.0827,2.1248,42.1672,9.03583,4.06989,2.22017,1.034,0.233025,0.104958,0.12806648015975952,0.237846,1.35738,0.294133,0.735706,0.445397,,4.12913,0.079319,0.207333,999,,,,,,,175.5,4.178571428571429,170,4.0476190476190474,6.67,5.57,4.89,4.38,3.95,3.56,3.19,2.8,2.34,5.1,4.79,4.58,4.41,4.25,4.1,3.94,3.77,3.54,"Craig Yoho","33248",684974
"Mike Vasil","CHW",3.6273,4.1108,0,4.31794,79,0,0.971,14.6187,,79,342.139,78.6822,40.939,37.9019,10.0944,30.1658,2.6423,4.3554,65.1704,7.42448,3.43661,2.16041,1.15,0.190479,0.0881683,0.10231105238199234,0.255779,1.37782,0.295188,0.716977,0.449941,,4.4573,0.0785816,0.0153762,999,,,,,,,349.20000000000005,4.4202531645569625,358,4.531645569620253,6.51,5.72,5.21,4.81,4.47,4.14,3.83,3.49,3.06,5.35,5.09,4.92,4.77,4.63,4.5,4.37,4.22,4.01,"Mike Vasil","30105",678024
"Porter Hodge","CHC",1.5174,1.4216,0,3.86749,30,0,0,0.7209,,30,129.032,25.9026,13.9547,12.8916,3.47667,14.8973,0.7474,1.2022,32.5203,9.75609,4.46919,2.18297,1.043,0.252033,0.115454,0.1365785375237465,0.229364,1.36,0.29149,0.747099,0.420388,,4.08362,0.0780797,0.168514,999,,,,,,,139.5,4.65,133,4.433333333333334,6.87,5.58,4.8,4.22,3.74,3.32,2.92,2.51,2.04,4.93,4.65,4.45,4.29,4.15,4.01,3.86,3.7,3.49,"Porter Hodge","26413",687863
